arg_struc_cxn	roleset	lemma
arg0(np)-v(v)-arg1(np)-arg2(pp)	incorporate.02	incorporate
arg2(wrb)-arg0(np)-v(v)-arg1(np)	appraise.01	appraise
arg0(np)-v(v)-arg1(np)-arg2(pp)	see.01	see
arg0(np)-v(v)-arg1(np)-arg2(pp)	declare.01	declare
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	place.01	place
arg0(np)-v(v)-arg1(np)-arg2(pp)	rate.01	rate
arg0(np)-v(v)-arg1(np)-arg2(dt)	rate.01	rate
arg0(np)-v(v)-arg1(np)-arg2(pp)	compare.01	compare
arg2(wrb)-arg0(np)-v(v)-arg1(np)	view.02	view
arg0(np)-v(v)-arg1(np)-arg2(pp)	use.01	use
arg0(np)-v(v)-arg2(np)-arg1(np)	tell.01	tell
arg0(np)-v(v)-arg1(np)-arg2(pp)	steal.01	steal
arg0(np)-arg2(rb)-v(v)-arg1(np)	increase.01	increase
arg0(np)-v(v)-arg1(np)-arg2(pp)	display.01	display
arg0(np)-v(v)-arg1(np)-arg2(pp)	push.01	push
arg0(np)-v(v)-arg1(np)-arg2(pp)	compare.01	compare
arg1(np)-arg0(np)-v(v)-arg2(np)	tell.01	tell
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	tell.01	tell
arg2(wrb)-arg0(np)-v(v)-arg1(np)	view.02	view
arg0(np)-v(v)-arg1(np)-arg2(pp)	see.01	see
arg0(np)-v(v)-arg1(np)-arg2(pp)	represent.01	represent
arg0(np)-v(v)-arg1(np)-arg2(np)	call.01	call
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	donate.01	donate
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	spend.02	spend
arg2(pp)-arg0(np)-v(v)-arg1(np)	choose.01	choose
arg0(np)-v(v)-arg2(rp)-arg1(np)	take.01	take
arg0(np)-v(v)-arg1(np)-arg2(pp)	provide.01	provide
arg0(np)-v(v)-arg1(np)-arg2(pp)	provide.01	provide
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01	take
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01	take
arg0(np)-v(v)-arg1(np)-arg2(pp)	explain.01	explain
arg0(np)-v(v)-arg1(np)-arg2(pp)	provide.01	provide
arg0(np)-v(v)-arg1(np)-arg2(pp)	discuss.01	discuss
arg0(np)-v(v)-arg1(np)-arg2(pp)	defer.01	defer
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(rb)	push.01	push
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg2(pp)-arg0(np)-v(v)-arg1(np)	invest.01	invest
arg0(np)-v(v)-arg1(np)-arg2(pp)	report.01	report
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	spend.02	spend
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01	take
arg0(np)-v(v)-arg1(np)-arg2(np)	call.01	call
arg0(np)-v(v)-arg1(np)-arg2(pp)	treat.01	treat
arg0(np)-v(v)-arg1(np)-arg2(pp)	keep.04	keep
arg0(np)-v(v)-arg1(np)-arg2(pp)	get.05	get
arg0(np)-v(v)-arg1(np)-arg2(pp)	pin.01	pin
arg0(np)-v(v)-arg1(np)-arg2(pp)	pay.01	pay
arg0(np)-v(v)-arg1(np)-arg2(advp)	get.05	get
arg0(np)-v(v)-arg1(np)-arg2(advp)	get.05	get
arg0(np)-v(v)-arg2(rb)-arg1(np)	take.04	take
arg0(np)-v(v)-arg1(np)-arg2(np)	call.01	call
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	spend.02	spend
arg0(np)-v(v)-arg1(c("np", "np"))-arg2(pp)	take.01	take
arg0(np)-v(v)-arg1(np)-arg2(pp)	focus.01	focus
arg2(c("s", "vp"))-arg0(np)-v(v)-arg1(np)	explore.01	explore
arg0(np)-v(v)-arg2(jj)-arg1(np)	hold.03	hold
arg0(np)-v(v)-arg2(np)-arg1(np)	grant.01	grant
arg0(np)-v(v)-arg1(np)-arg2(pp)	provide.01	provide
arg0(np)-v(v)-arg1(np)-arg2(pp)	hand.01	hand
arg0(np)-v(v)-arg1(np)-arg2(pp)	fill.01	fill
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	blind.01	blind
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01	bring
arg0(np)-v(v)-arg1(np)-arg2(pp)	view.02	view
arg0(np)-v(v)-arg1(np)-arg2(pp)	receive.01	receive
arg0(np)-v(v)-arg1(np)-arg2(pp)	send.01	send
arg0(np)-v(v)-arg1(np)-arg2(pp)	point.01	point
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	drive.02	drive
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	install.01	install
arg0(np)-v(v)-arg1(np)-arg2(pp)	thank.01	thank
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	invest.01	invest
arg0(np)-v(v)-arg1(c("np", "qp"))-arg2(pp)	make.05	make
arg0(np)-v(v)-arg1(np)-arg2(pp)	invest.01	invest
arg0(np)-v(v)-arg2(np)-arg1(np)	drive.02	drive
arg0(np)-v(v)-arg1(c("np", "qp"))-arg2(pp)	take.01	take
arg0(np)-v(v)-arg1(np)-arg2(pp)	describe.01	describe
arg0(np)-v(v)-arg1(np)-arg2(pp)	introduce.02	introduce
arg0(np)-v(v)-arg1(np)-arg2(pp)	send.02	send
arg0(np)-v(v)-arg1(np)-arg2(pp)	recall.01	recall
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	leave.15	leave
arg0(np)-v(v)-arg2(rp)-arg1(np)	drive.02	drive
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	invite.01	invite
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	steel.01	steel
arg0(np)-v(v)-arg1(np)-arg2(pp)	separate.01	separate
arg0(np)-v(v)-arg1(np)-arg2(pp)	inform.01	inform
arg0(np)-v(v)-arg1(np)-arg2(pp)	devote.01	devote
arg0(np)-v(v)-arg1(np)-arg2(pp)	replace.01	replace
arg0(np)-v(v)-arg1(np)-arg2(pp)	apply.02	apply
arg0(np)-v(v)-arg1(np)-arg2(pp)	blame.01	blame
arg0(np)-v(v)-arg1(np)-arg2(pp)	infuse.01	infuse
arg0(np)-v(v)-arg1(np)-arg2(in)	get_out.07	get
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg2(pp)-arg0(np)-v(v)-arg1(np)	bring.01	bring
arg0(np)-v(v)-arg1(np)-arg2(pp)	get.01	get
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01	use
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	grant.01	grant
arg0(np)-v(v)-arg1(np)-arg2(pp)	push.01	push
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01	take
arg0(np)-v(v)-arg1(np)-arg2(pp)	send.03	send
arg0(np)-v(v)-arg2(rp)-arg1(np)	set.01	set
arg0(np)-v(v)-arg1(np)-arg2(pp)	withdraw.01	withdraw
arg0(np)-v(v)-arg1(np)-arg2(pp)	say.01	say
arg0(np)-v(v)-arg1(np)-arg2(pp)	thrust.01	thrust
arg0(np)-v(v)-arg1(np)-arg2(pp)	spend.02	spend
arg0(np)-v(v)-arg1(np)-arg2(pp)	convict.01	convict
arg0(np)-v(v)-arg1(np)-arg2(np)	bring.01	bring
arg0(np)-v(v)-arg1(np)-arg2(pp)	reduce.01	reduce
arg0(np)-v(v)-arg1(np)-arg2(pp)	cast.01	cast
arg0(np)-v(v)-arg1(np)-arg2(pp)	remove.01	remove
arg0(np)-v(v)-arg1(np)-arg2(pp)	keep.04	keep
arg0(np)-v(v)-arg1(np)-arg2(advp)	take.01	take
v(v)-arg1(np)-arg2(pp)-arg0(np)	congratulate.01	congratulate
arg0(np)-v(v)-arg2(np)-arg1(np)	wish.01	wish
arg0(np)-v(v)-arg1(np)-arg2(pp)	withdraw.01	withdraw
arg0(np)-v(v)-arg1(np)-arg2(np)	declare.01	declare
arg0(np)-v(v)-arg1(np)-arg2(pp)	congratulate.01	congratulate
arg0(np)-v(v)-arg1(np)-arg2(vp)	encourage.01	encourage
arg0(np)-v(v)-arg1(np)-arg2(rb)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	blame.01	blame
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	urge.01	urge
arg0(np)-v(v)-arg1(np)-arg2(pp)	join.04	join
arg0(np)-v(v)-arg2(np)-arg1(np)	grant.01	grant
arg0(np)-v(v)-arg2(np)-arg1(np)	guarantee.01	guarantee
arg0(np)-v(v)-arg1(np)-arg2(vp)	send.02	send
arg0(np)-v(v)-arg1(np)-arg2(pp)	set.02	set
arg0(np)-v(v)-arg1(np)-arg2(vp)	push.02	push
arg0(np)-v(v)-arg1(np)-arg2(c("sbar", "s", "vp"))	appoint.01	appoint
arg0(np)-v(v)-arg1(np)-arg2(pp)	beat.01	beat
arg0(np)-v(v)-arg1(np)-arg2(pp)	keep.04	keep
arg0(np)-v(v)-arg1(np)-arg2(pp)	throw.01	throw
arg0(np)-v(v)-arg1(np)-arg2(pp)	set.02	set
arg0(np)-v(v)-arg1(np)-arg2(np)	promise.01	promise
arg0(np)-v(v)-arg2(np)-arg1(np)	owe.01	owe
arg0(np)-v(v)-arg1(np)-arg2(s)	urge.01	urge
arg0(np)-v(v)-arg1(np)-arg2(pp)	view.02	view
arg0(np)-v(v)-arg1(np)-arg2(c("sbar", "s", "vp"))	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	thank.01	thank
arg0(np)-v(v)-arg1(np)-arg2(pp)	withdraw.01	withdraw
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01	take
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	kill.01	kill
arg0(np)-v(v)-arg1(np)-arg2(pp)	throw.01	throw
arg0(np)-v(v)-arg1(np)-arg2(pp)	prohibit.01	prohibit
arg0(np)-v(v)-arg1(np)-arg2(pp)	get.01	get
arg0(np)-v(v)-arg1(np)-arg2(pp)	accuse.01	accuse
arg0(np)-v(v)-arg1(np)-arg2(pp)	remove.01	remove
arg0(np)-v(v)-arg1(np)-arg2(pp)	send.01	send
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	urge.01	urge
arg0(np)-v(v)-arg1(np)-arg2(rp)	put.03	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.03	take
arg0(np)-v(v)-arg1(np)-arg2(pp)	load.01	load
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	urge.01	urge
arg0(np)-v(v)-arg1(np)-arg2(pp)	link.01	link
arg0(np)-v(v)-arg1(np)-arg2(c("sbar", "s", "vp"))	assign.01	assign
arg0(np)-v(v)-arg1(np)-arg2(np)	call.01	call
arg0(np)-v(v)-arg1(np)-arg2(pp)	thank.01	thank
arg0(np)-v(v)-arg2(np)-arg1(np)	award.01	award
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01	bring
arg0(np)-v(v)-arg1(np)-arg2(pp)	send.01	send
arg0(np)-v(v)-arg1(np)-arg2(pp)	spend.02	spend
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	invite.01	invite
arg0(np)-v(v)-arg1(np)-arg2(vp)	force.01	force
arg0(np)-v(v)-arg1(np)-arg2(np)	call.01	call
arg0(np)-v(v)-arg1(np)-arg2(pp)	accuse.01	accuse
arg0(np)-v(v)-arg1(np)-arg2(pp)	link.01	link
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	send.01	send
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.03	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.03	take
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	grant.01	grant
arg0(np)-v(v)-arg1(np)-arg2(pp)	sentence.01	sentence
arg0(np)-v(v)-arg1(np)-arg2(sbar)	assure.01	assure
arg0(np)-v(v)-arg1(np)-arg2(np)	name.01	name
arg0(np)-v(v)-arg1(np)-arg2(pp)	keep.04	keep
v(v)-arg1(np)-arg2(pp)-arg0(np)	put.01	put
arg0(np)-v(v)-arg2(in)-arg1(np)	push.01	push
arg0(np)-v(v)-arg1(np)-arg2(rb)	hold.03	hold
arg0(np)-v(v)-arg1(np)-arg2(pp)	spend.02	spend
arg0(np)-v(v)-arg1(np)-arg2(pp)	pay.01	pay
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	urge.01	urge
arg0(np)-v(v)-arg1(np)-arg2(pp)	describe.01	describe
arg0(np)-v(v)-arg1(np)-arg2(pp)	close.01	close
arg0(np)-v(v)-arg1(np)-arg2(pp)	move.01	move
arg0(np)-v(v)-arg1(np)-arg2(advp)	keep.04	keep
arg0(np)-v(v)-arg1(np)-arg2(c("sbar", "s", "vp"))	prepare.02	prepare
arg0(np)-v(v)-arg1(np)-arg2(pp)	place.01	place
arg0(np)-v(v)-arg1(np)-arg2(pp)	borrow.01	borrow
arg0(np)-v(v)-arg1(np)-arg2(rb)	shoot.03	shoot
arg0(np)-v(v)-arg1(np)-arg2(pp)	shift.01	shift
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	clean.01	clean
arg0(np)-v(v)-arg1(np)-arg2(pp)	recall.01	recall
arg0(np)-v(v)-arg1(np)-arg2(advp)	push.01	push
arg0(np)-v(v)-arg2(pp)-arg1(np)	transfer.01	transfer
arg0(np)-v(v)-arg1(np)-arg2(vp)	lead.03	lead
arg0(np)-v(v)-arg2(rp)-arg1(np)	throw.01	throw
arg0(np)-v(v)-arg2(rp)-arg1(np)	throw.01	throw
arg0(np)-v(v)-arg1(np)-arg2(pp)	throw.01	throw
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	guide.01	guide
arg0(np)-v(v)-arg1(np)-arg2(pp)	denounce.01	denounce
arg0(np)-v(v)-arg1(np)-arg2(pp)	lead.01	lead
arg0(np)-v(v)-arg1(np)-arg2(pp)	spend.02	spend
arg0(np)-v(v)-arg1(np)-arg2(sbar)	describe.01	describe
arg0(np)-v(v)-arg1(np)-arg2(pp)	join.04	join
arg0(np)-v(v)-arg1(np)-arg2(pp)	get.05	get
arg0(np)-v(v)-arg2(rp)-arg1(np)	take.03	take
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01	take
arg0(np)-v(v)-arg1(np)-arg2(pp)	roll.01	roll
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01	take
arg0(np)-v(v)-arg1(np)-arg2(pp)	send.03	send
arg0(np)-v(v)-arg1(np)-arg2(pp)	spend.02	spend
arg0(np)-v(v)-arg1(np)-arg2(vp)	push.02	push
arg0(np)-v(v)-arg1(np)-arg2(pp)	order.01	order
arg0(np)-v(v)-arg1(np)-arg2(np)	call.01	call
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(vp)	force.01	force
arg0(np)-v(v)-arg1(np)-arg2(pp)	cover.02	cover
arg0(np)-v(v)-arg1(np)-arg2(advp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	persuade.01	persuade
arg0(np)-v(v)-arg1(np)-arg2(pp)	track.01	track
arg0(np)-v(v)-arg1(np)-arg2(rp)	flip.01	flip
arg0(np)-v(v)-arg1(np)-arg2(pp)	buy.01	buy
arg0(np)-v(v)-arg1(np)-arg2(pp)	accuse.01	accuse
arg0(np)-v(v)-arg1(np)-arg2(pp)	provide.01	provide
arg0(np)-v(v)-arg1(np)-arg2(advp)	bring.01	bring
arg0(np)-v(v)-arg1(np)-arg2(pp)	throw.01	throw
arg0(np)-v(v)-arg2(rp)-arg1(np)	pull.01	pull
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01	take
arg0(np)-v(v)-arg1(np)-arg2(pp)	throw.01	throw
arg0(np)-v(v)-arg1(np)-arg2(advp)	bring.01	bring
arg0(np)-v(v)-arg1(np)-arg2(pp)	throw.01	throw
arg0(np)-v(v)-arg2(rp)-arg1(np)	pull.01	pull
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01	take
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	order.01	order
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	order.01	order
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	order.01	order
arg0(np)-v(v)-arg1(np)-arg2(pp)	deliver.01	deliver
arg0(np)-v(v)-arg2(pp)-arg1(np)	put.03	put
arg0(np)-v(v)-arg2(np)-arg1(np)	ask.01	ask
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	persuade.01	persuade
arg0(np)-v(v)-arg1(np)-arg2(pp)	identify.01	identify
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg1(np)-arg0(np)-v(v)-arg2(pp)	get.01	get
arg0(np)-v(v)-arg1(np)-arg2(pp)	set.01	set
arg0(np)-v(v)-arg1(np)-arg2(np)	call.01	call
arg0(np)-v(v)-arg1(np)-arg2(pp)	expel.01	expel
arg0(np)-v(v)-arg1(np)-arg2(pp)	attach.01	attach
arg1(np)-arg0(np)-v(v)-arg2(np)	show.01	show
arg0(np)-v(v)-arg1(np)-arg2(rp)	see.02	see
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01	bring
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	spend.02	spend
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	order.01	order
arg0(np)-v(v)-arg2(np)-arg1(np)	hear.01	hear
arg0(np)-v(v)-arg1(np)-arg2(pp)	get.01	get
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01	bring
arg0(np)-v(v)-arg1(np)-arg2(pp)	view.02	view
arg0(np)-v(v)-arg1(np)-arg2(pp)	fill.01	fill
arg0(np)-v(v)-arg1(np)-arg2(pp)	charge.05	charge
arg0(np)-v(v)-arg1(np)-arg2(pp)	steal.01	steal
arg0(np)-v(v)-arg2(np)-arg1(np)	bring.01	bring
arg0(np)-v(v)-arg1(np)-arg2(pp)	spend.02	spend
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01	bring
arg0(np)-v(v)-arg1(np)-arg2(pp)	thank.01	thank
arg0(np)-v(v)-arg1(np)-arg2(pp)	thank.01	thank
arg0(np)-v(v)-arg1(np)-arg2(pp)	push.01	push
arg0(np)-v(v)-arg1(np)-arg2(rb)	throw.01	throw
arg0(np)-v(v)-arg1(np)-arg2(pp)	join.04	join
arg0(np)-v(v)-arg1(np)-arg2(np)	bring.01	bring
arg0(np)-v(v)-arg1(np)-arg2(pp)	connect.01	connect
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	keep.04	keep
arg0(np)-v(v)-arg1(np)-arg2(pp)	restore.01	restore
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01	use
arg0(np)-v(v)-arg2(np)-arg1(np)	ask.01	ask
arg0(np)-v(v)-arg1(np)-arg2(pp)	spend.02	spend
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	make.05	make
arg0(np)-v(v)-arg1(np)-arg2(vp)	pressure.01	pressure
arg0(np)-v(v)-arg1(np)-arg2(np)	call.01	call
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(np)	call.01	call
arg0(np)-v(v)-arg1(np)-arg2(pp)	explain.01	explain
arg0(np)-v(v)-arg2(np)-arg1(np)	show.01	show
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01	bring
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(sbar)	notify.01	notify
arg1(np)-arg0(np)-v(v)-arg2(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	deliver.01	deliver
arg0(np)-v(v)-arg2(pp)-arg1(np)	submit.01	submit
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(vp)	encourage.01	encourage
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	thank.01	thank
arg0(np)-v(v)-arg1(np)-arg2(pp)	get.01	get
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01	take
arg0(np)-v(v)-arg1(c("np", "np"))-arg2(pp)	issue.01	issue
arg0(np)-v(v)-arg1(np)-arg2(np)	call.01	call
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	join.04	join
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	leave.12	leave
arg0(np)-v(v)-arg1(np)-arg2(pp)	donate.01	donate
arg0(np)-v(v)-arg1(np)-arg2(pp)	liberate.01	liberate
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01	bring
arg0(np)-v(v)-arg1(np)-arg2(pp)	thank.01	thank
arg0(np)-v(v)-arg1(np)-arg2(pp)	thank.01	thank
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	take.01	take
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01	take
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	waste.01	waste
arg0(np)-v(v)-arg1(np)-arg2(pp)	link.01	link
arg0(np)-v(v)-arg1(np)-arg2(np)	call.01	call
arg0(np)-v(v)-arg1(np)-arg2(pp)	conceal.01	conceal
arg0(np)-v(v)-arg1(np)-arg2(pp)	present.01	present
arg0(np)-v(v)-arg1(np)-arg2(pp)	call.02	call
arg0(np)-v(v)-arg2(np)-arg1(np)	show.01	show
arg0(np)-v(v)-arg1(np)-arg2(sbar)	notify.01	notify
arg0(np)-v(v)-arg1(np)-arg2(np)	call.01	call
arg0(np)-v(v)-arg1(np)-arg2(pp)	spend.02	spend
arg0(np)-v(v)-arg1(np)-arg2(pp)	spend.02	spend
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01	take
arg0(np)-v(v)-arg1(np)-arg2(pp)	accuse.01	accuse
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01	take
arg0(np)-v(v)-arg1(np)-arg2(vp)	encourage.01	encourage
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01	take
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01	take
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01	take
arg0(np)-v(v)-arg1(np)-arg2(s)	pressure.01	pressure
arg0(np)-v(v)-arg1(np)-arg2(pp)	sue.02	sue
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(np)	call.01	call
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	issue.01	issue
arg0(np)-v(v)-arg1(np)-arg2(np)	call.01	call
arg0(np)-v(v)-arg2(np)-arg1(np)	bring.01	bring
arg0(np)-v(v)-arg2(np)-arg1(np)	show.01	show
arg0(np)-v(v)-arg1(np)-arg2(advp)	bring.01	bring
arg0(np)-v(v)-arg1(np)-arg2(pp)	get.05	get
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	license.01	license
arg0(np)-v(v)-arg1(np)-arg2(jj)	call.01	call
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	spend.02	spend
arg0(np)-v(v)-arg1(np)-arg2(adjp)	call.01	call
arg0(np)-v(v)-arg1(np)-arg2(pp)	join.04	join
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01	take
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg1(np)-arg0(np)-v(v)-arg2(np)	ask.01	ask
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	share.01	share
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01	take
arg0(np)-v(v)-arg1(np)-arg2(pp)	receive.01	receive
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	stick.01	stick
arg0(np)-v(v)-arg1(np)-arg2(pp)	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01	take
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	do.02	do
arg0(np)-v(v)-arg1(np)-arg2(pp)	clear.01	clear
arg0(np)-v(v)-arg1(np)-arg2(pp)	tie.01	tie
arg0(np)-v(v)-arg1(np)-arg2(pp)	join.04	join
arg0(np)-v(v)-arg1(np)-arg2(pp)	monitor.01	monitor
arg0(np)-v(v)-arg1(np)-arg2(pp)	get.01	get
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	advise.01	advise
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	deliver.01	deliver
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01	take
arg0(np)-v(v)-arg1(np)-arg2(pp)	force.01	force
arg0(np)-v(v)-arg1(np)-arg2(rb)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(np)	call.01	call
arg0(np)-v(v)-arg1(np)-arg2(pp)	use.01	use
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	spend.02	spend
arg0(np)-v(v)-arg1(np)-arg2(pp)	make.05	make
arg0(np)-v(v)-arg1(np)-arg2(pp)	get.05	get
arg0(np)-v(v)-arg1(np)-arg2(np)	call.01	call
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	spend.02	spend
